"TOA5","MGEO_SERC","CR1000X","2443","CR1000X.Std.04.02","CPU:M_GEOSERCv21.CR1X","39106","ExoTable"
"TIMESTAMP","RECORD","Date","Time","Chlorophyll_RFU","Chlorophyll_ugL","Conductivity","FDOM_QSU","FDOM_RFU","NLF_conductivity","ODO_sat","ODO_local","ODO_MgL","Pressure_psia","Salinity_PPT","Specific_Conductivity_uScm","BGA_PE_RFU","BGA_PE_ugL","TDS_mg_L","Turbidity_FNU","Wiper_Position_mv","pH","pH_mv","Temp_C","Depth_m","Battery_v","Cable_v","Wiper_Current_ma","sn","snn"
"2020-11-30 00:48:00",7318,113020,14911,3.23,10.63,16.056,24.09,8.82,21.91,101.91,101.15,10.19,1.5,12.95,21.533,3.02,14.19,13996.27,3.48,1.21,8.09,-75.48,11.685,1.045,5.85,13.24,33.64,"1sn^M^J14F102311^M^J#_","1ssn^M^J14F102115_14F101528_14F10188"
"2020-11-30 00:54:00",7319,113020,15511,3.09,10.17,16.066,22.63,8.29,21.92,101.78,101.02,10.18,1.5,12.96,21.543,3.4,15.2,14002.98,3.52,1.19,8.08,-75.3,11.69,1.044,5.85,13.21,34.7,"1sn^M^J14F102311^M^J#_","1ssn^M^J14F102115_14F101528_14F10188"
"2020-11-30 01:00:00",7320,113020,20111,3.18,10.47,16.055,22.64,8.29,21.9,101.56,100.81,10.16,1.5,12.95,21.527,3.6,15.72,13992.77,3.47,1.2,8.08,-75.13,11.69,1.042,5.86,13.23,36.08,"1sn^M^J14F102311^M^J#_","1ssn^M^J14F102115_14F101528_14F10188"
"2020-11-30 01:06:00",7321,113020,20711,3.06,10.04,16,22.73,8.32,21.83,101.31,100.56,10.14,1.49,12.9,21.453,3.18,14.61,13944.68,3.49,1.19,8.07,-74.65,11.691,1.041,5.86,13.22,33.9,"1sn^M^J14F102311^M^J#_","1ssn^M^J14F102115_14F101528_14F10188"
"2020-11-30 01:12:00",7322,113020,21311,3.14,10.32,16.073,22.63,8.29,21.92,101.54,100.79,10.15,1.49,12.96,21.547,3.3,14.94,14005.69,3.59,1.2,8.08,-75.3,11.699,1.04,5.85,13.24,34.59,"1sn^M^J14F102311^M^J#_","1ssn^M^J14F102115_14F101528_14F10188"
"2020-11-30 01:18:00",7323,113020,21911,3.08,10.12,16.109,22.55,8.26,21.96,101.55,100.79,10.15,1.49,12.99,21.588,3.27,14.84,14032.51,3.57,1.2,8.08,-75.34,11.711,1.038,5.85,13.22,34.39,"1sn^M^J14F102311^M^J#_","1ssn^M^J14F102115_14F101528_14F10188"
"2020-11-30 01:24:00",7324,113020,22511,2.98,9.79,16.11,22.52,8.25,21.97,101.63,100.87,10.16,1.49,12.99,21.598,3.12,14.45,14038.99,3.44,1.2,8.08,-75.21,11.695,1.036,5.86,13.23,33.57,"1sn^M^J14F102311^M^J#_","1ssn^M^J14F102115_14F101528_14F10188"
"2020-11-30 01:30:00",7325,113020,23111,3.12,10.24,16.047,22.51,8.24,21.89,101.84,101.08,10.19,1.48,12.94,21.521,3.4,15.19,13988.47,3.55,1.19,8.09,-75.53,11.683,1.034,5.85,13.21,33.7,"1sn^M^J14F102311^M^J#_","1ssn^M^J14F102115_14F101528_14F10188"
"2020-11-30 01:36:00",7326,113020,23711,2.8,9.21,16.036,22.57,8.27,21.89,101.69,100.93,10.18,1.48,12.94,21.512,3.03,14.22,13983.04,3.36,1.19,8.08,-75.29,11.672,1.032,5.86,13.24,33.93,"1sn^M^J14F102311^M^J#_","1ssn^M^J14F102115_14F101528_14F10188"
"2020-11-30 01:42:00",7327,113020,24311,2.8,9.22,15.964,23.04,8.44,21.79,100.85,100.09,10.1,1.48,12.88,21.419,2.56,12.95,13922.19,3.57,1.19,8.07,-74.31,11.667,1.031,5.85,13.22,33.73,"1sn^M^J14F102311^M^J#_","1ssn^M^J14F102115_14F101528_14F10188"
"2020-11-30 01:48:00",7328,113020,24911,2.94,9.65,15.991,22.81,8.36,21.83,100.96,100.21,10.11,1.48,12.9,21.453,3.01,14.15,13944.22,3.48,1.21,8.07,-74.33,11.672,1.03,5.85,13.24,35.89,"1sn^M^J14F102311^M^J#_","1ssn^M^J14F102115_14F101528_14F10188"
"2020-11-30 01:54:00",7329,113020,25511,2.78,9.13,15.993,22.83,8.36,21.84,100.97,100.22,10.11,1.48,12.9,21.463,2.87,13.78,13951.06,3.4,1.2,8.07,-74.34,11.657,1.028,5.85,13.22,36.37,"1sn^M^J14F102311^M^J#_","1ssn^M^J14F102115_14F101528_14F10188"
"2020-11-30 02:00:00",7330,113020,30111,3.15,10.35,16.061,22.67,8.3,21.91,101.98,101.23,10.2,1.47,12.95,21.54,3.43,15.28,14000.87,3.49,1.19,8.09,-75.44,11.682,1.027,5.86,13.23,33.59,"1sn^M^J14F102311^M^J#_","1ssn^M^J14F102115_14F101528_14F10188"
"2020-11-30 02:06:00",7331,113020,30711,3.03,9.97,16.058,22.58,8.27,21.91,101.99,101.23,10.2,1.48,12.95,21.534,3.46,15.36,13997.26,3.4,1.2,8.09,-75.55,11.686,1.027,5.86,13.22,33.67,"1sn^M^J14F102311^M^J#_","1ssn^M^J14F102115_14F101528_14F10188"
"2020-11-30 02:12:00",7332,113020,31311,3.31,10.87,16.082,22.58,8.27,21.94,102.14,101.38,10.22,1.47,12.97,21.565,3.75,16.14,14017.39,3.48,1.2,8.09,-75.74,11.687,1.026,5.86,13.24,33.04,"1sn^M^J14F102311^M^J#_","1ssn^M^J14F102115_14F101528_14F10188"
"2020-11-30 02:18:00",7333,113020,31911,3.31,10.88,16.071,22.56,8.26,21.92,102.02,101.26,10.2,1.47,12.96,21.542,3.75,16.12,14002.43,3.26,1.19,8.09,-75.49,11.702,1.023,5.85,13.22,33.72,"1sn^M^J14F102311^M^J#_","1ssn^M^J14F102115_14F101528_14F10188"
"2020-11-30 02:24:00",7334,113020,32511,3.31,10.88,16.086,22.47,8.23,21.93,102.25,101.49,10.22,1.47,12.97,21.559,3.85,16.41,14013.53,3.39,1.2,8.1,-75.99,11.709,1.021,5.86,13.23,36.67,"1sn^M^J14F102311^M^J#_","1ssn^M^J14F102115_14F101528_14F10188"
"2020-11-30 02:30:00",7335,113020,33111,3.55,11.66,16.056,22.47,8.23,21.9,101.95,101.19,10.2,1.46,12.94,21.523,4.27,17.53,13989.78,3.39,1.2,8.09,-75.44,11.703,1.02,5.86,13.22,35.98,"1sn^M^J14F102311^M^J#_","1ssn^M^J14F102115_14F101528_14F10188"
"2020-11-30 02:36:00",7336,113020,33711,3.4,11.17,16.069,22.44,8.22,21.91,101.88,101.12,10.19,1.46,12.95,21.532,4.3,17.59,13996.08,3.5,1.19,8.09,-75.56,11.715,1.018,5.86,13.23,33.89,"1sn^M^J14F102311^M^J#_","1ssn^M^J14F102115_14F101528_14F10188"
"2020-11-30 02:42:00",7337,113020,34311,3.43,11.27,16.089,22.47,8.23,21.93,102.09,101.33,10.2,1.46,12.96,21.554,4.25,17.47,14010.38,3.37,1.2,8.09,-75.74,11.723,1.016,5.85,13.21,35.64,"1sn^M^J14F102311^M^J#_","1ssn^M^J14F102115_14F101528_14F10188"
"2020-11-30 02:48:00",7338,113020,34911,3.59,11.79,16.102,22.38,8.2,21.95,102.03,101.27,10.2,1.46,12.98,21.571,4.72,18.73,14021.03,3.5,1.21,8.09,-75.58,11.727,1.014,5.85,13.24,36.93,"1sn^M^J14F102311^M^J#_","1ssn^M^J14F102115_14F101528_14F10188"
"2020-11-30 02:54:00",7339,113020,35511,3.82,12.56,16.105,22.34,8.18,21.94,101.83,101.07,10.17,1.45,12.97,21.569,5.16,19.9,14019.62,3.31,1.2,8.09,-75.82,11.737,1.011,5.86,13.22,33.4,"1sn^M^J14F102311^M^J#_","1ssn^M^J14F102115_14F101528_14F10188"
"2020-11-30 03:00:00",7340,113020,40111,3.44,11.32,16.131,22.42,8.21,21.98,101.5,100.75,10.14,1.45,13,21.607,4.24,17.43,14044.51,3.83,1.19,8.09,-75.7,11.731,1.009,5.85,13.23,33.04,"1sn^M^J14F102311^M^J#_","1ssn^M^J14F102115_14F101528_14F10188"
"2020-11-30 03:06:00",7341,113020,40711,3.45,11.33,16.143,22.33,8.18,22,101.37,100.61,10.13,1.45,13.01,21.625,4.41,17.89,14056.49,3.82,1.2,8.09,-75.62,11.726,1.008,5.85,13.22,36.3,"1sn^M^J14F102311^M^J#_","1ssn^M^J14F102115_14F101528_14F10188"
"2020-11-30 03:12:00",7342,113020,41311,3.63,11.95,16.15,22.49,8.24,22.01,101.61,100.85,10.15,1.44,13.02,21.637,4.79,18.9,14064.22,3.66,1.2,8.09,-75.71,11.722,1.005,5.85,13.23,36.4,"1sn^M^J14F102311^M^J#_","1ssn^M^J14F102115_14F101528_14F10188"
"2020-11-30 03:18:00",7343,113020,41911,3.58,11.76,16.143,22.35,8.19,22,101.38,100.63,10.13,1.44,13.01,21.629,4.55,18.26,14058.92,3.95,1.2,8.09,-75.65,11.719,1.002,5.86,13.22,33.54,"1sn^M^J14F102311^M^J#_","1ssn^M^J14F102115_14F101528_14F10188"
"2020-11-30 03:24:00",7344,113020,42511,3.72,12.22,16.136,22.37,8.2,22,101.38,100.62,10.13,1.43,13.01,21.625,4.71,18.68,14055.96,3.83,1.19,8.09,-75.61,11.711,0.999,5.86,13.23,34.87,"1sn^M^J14F102311^M^J#_","1ssn^M^J14F102115_14F101528_14F10188"
"2020-11-30 03:30:00",7345,113020,43111,3.58,11.76,16.122,22.38,8.2,21.98,101.2,100.44,10.11,1.43,13,21.603,4.64,18.51,14042.02,3.63,1.2,8.08,-75.33,11.717,0.997,5.85,13.22,36.26,"1sn^M^J14F102311^M^J#_","1ssn^M^J14F102115_14F101528_14F10188"
"2020-11-30 03:36:00",7346,113020,43711,3.48,11.44,16.12,22.3,8.17,21.97,100.73,99.98,10.07,1.43,12.99,21.598,4.03,16.88,14039.02,3.43,1.2,8.08,-74.84,11.721,0.996,5.85,13.24,34.06,"1sn^M^J14F102311^M^J#_","1ssn^M^J14F102115_14F101528_14F10188"
"2020-11-30 03:42:00",7347,113020,44311,3.51,11.55,16.112,22.66,8.3,21.96,100.93,100.18,10.09,1.43,12.99,21.587,4.28,17.54,14031.75,3.61,1.19,8.07,-74.65,11.72,0.994,5.85,13.22,34.55,"1sn^M^J14F102311^M^J#_","1ssn^M^J14F102115_14F101528_14F10188"
"2020-11-30 03:48:00",7348,113020,44911,3.38,11.09,16.104,22.74,8.33,21.95,101.1,100.35,10.11,1.43,12.98,21.579,4.28,17.55,14026.5,3.37,1.2,8.07,-74.82,11.716,0.993,5.86,13.24,36.08,"1sn^M^J14F102311^M^J#_","1ssn^M^J14F102115_14F101528_14F10188"
"2020-11-30 03:54:00",7349,113020,45511,3.5,11.51,16.095,22.71,8.32,21.94,100.7,99.95,10.07,1.42,12.97,21.568,4.53,18.22,14018.99,3.56,1.2,8.08,-74.88,11.714,0.992,5.86,13.21,36.66,"1sn^M^J14F102311^M^J#_","1ssn^M^J14F102115_14F101528_14F10188"
"2020-11-30 04:00:00",7350,113020,50111,3.23,10.63,16.095,22.75,8.33,21.95,100.6,99.85,10.06,1.42,12.98,21.573,3.71,16.02,14022.59,3.33,1.19,8.07,-74.69,11.705,0.991,5.85,13.23,33.46,"1sn^M^J14F102311^M^J#_","1ssn^M^J14F102115_14F101528_14F10188"
"2020-11-30 04:06:00",7351,113020,50711,3.25,10.69,16.093,22.72,8.32,21.95,100.21,99.46,10.02,1.42,12.97,21.57,3.83,16.36,14020.64,3.63,1.2,8.07,-74.67,11.705,0.989,5.86,13.22,33.75,"1sn^M^J14F102311^M^J#_","1ssn^M^J14F102115_14F101528_14F10188"
"2020-11-30 04:12:00",7352,113020,51311,3.37,11.07,16.104,22.57,8.27,21.96,101.01,100.25,10.1,1.42,12.98,21.584,3.99,16.77,14029.33,3.57,1.2,8.07,-74.66,11.707,0.987,5.86,13.23,34.14,"1sn^M^J14F102311^M^J#_","1ssn^M^J14F102115_14F101528_14F10188"
"2020-11-30 04:18:00",7353,113020,51911,3.44,11.32,16.104,22.61,8.28,21.96,100.84,100.08,10.08,1.41,12.99,21.588,3.93,16.62,14032.5,3.52,1.19,8.07,-74.61,11.7,0.985,5.85,13.22,33.71,"1sn^M^J14F102311^M^J#_","1ssn^M^J14F102115_14F101528_14F10188"
"2020-11-30 04:24:00",7354,113020,52511,3.42,11.23,16.102,22.7,8.31,21.96,100.85,100.1,10.08,1.41,12.99,21.589,4.11,17.11,14032.77,3.31,1.2,8.07,-74.55,11.694,0.982,5.86,13.23,36.79,"1sn^M^J14F102311^M^J#_","1ssn^M^J14F102115_14F101528_14F10188"
"2020-11-30 04:30:00",7355,113020,53111,3.2,10.52,16.097,22.53,8.25,21.96,101.29,100.54,10.13,1.41,12.98,21.584,3.73,16.08,14029.36,3.32,1.2,8.07,-74.63,11.69,0.98,5.85,13.22,36.04,"1sn^M^J14F102311^M^J#_","1ssn^M^J14F102115_14F101528_14F10188"
"2020-11-30 04:36:00",7356,113020,53711,3.23,10.63,16.1,22.28,8.16,21.97,100.95,100.19,10.1,1.4,12.99,21.592,3.8,16.27,14034.5,3.36,1.19,8.08,-74.86,11.683,0.978,5.86,13.24,33.47,"1sn^M^J14F102311^M^J#_","1ssn^M^J14F102115_14F101528_14F10188"
"2020-11-30 04:42:00",7357,113020,54311,2.85,9.36,16.062,22.44,8.22,21.92,101.26,100.51,10.13,1.4,12.96,21.548,2.88,13.81,14005.95,3.37,1.2,8.07,-74.76,11.67,0.976,5.85,13.22,36.21,"1sn^M^J14F102311^M^J#_","1ssn^M^J14F102115_14F101528_14F10188"
"2020-11-30 04:48:00",7358,113020,54911,2.86,9.4,16.065,22.51,8.25,21.93,101.19,100.44,10.13,1.4,12.96,21.556,2.96,14.03,14011.09,3.32,1.2,8.07,-74.75,11.665,0.974,5.85,13.24,36.32,"1sn^M^J14F102311^M^J#_","1ssn^M^J14F102115_14F101528_14F10188"
"2020-11-30 04:54:00",7359,113020,55511,2.93,9.61,16.078,22.5,8.24,21.94,101.07,100.32,10.11,1.4,12.97,21.569,3.01,14.15,14019.68,3.27,1.2,8.07,-74.67,11.671,0.973,5.85,13.22,33.45,"1sn^M^J14F102311^M^J#_","1ssn^M^J14F102115_14F101528_14F10188"
"2020-11-30 05:00:00",7360,113020,60111,3.08,10.11,16.064,22.52,8.25,21.93,100.56,99.81,10.06,1.39,12.96,21.551,3.33,15.01,14008.29,3.46,1.19,8.07,-74.32,11.669,0.97,5.85,13.24,33.41,"1sn^M^J14F102311^M^J#_","1ssn^M^J14F102115_14F101528_14F10188"
"2020-11-30 05:06:00",7361,113020,60711,3.34,10.96,16.047,22.64,8.29,21.9,100.16,99.41,10.02,1.39,12.95,21.53,3.76,16.15,13994.5,3.45,1.2,8.06,-73.94,11.667,0.967,5.85,13.22,33.11,"1sn^M^J14F102311^M^J#_","1ssn^M^J14F102115_14F101528_14F10188"
"2020-11-30 05:12:00",7362,113020,61311,3.09,10.16,15.997,22.72,8.32,21.85,100.12,99.37,10.03,1.39,12.91,21.472,3.26,14.83,13956.82,3.32,1.2,8.05,-73.58,11.651,0.965,5.85,13.24,33.85,"1sn^M^J14F102311^M^J#_","1ssn^M^J14F102115_14F101528_14F10188"
"2020-11-30 05:18:00",7363,113020,61911,2.82,9.25,16.004,22.76,8.34,21.85,100.22,99.48,10.04,1.38,12.91,21.478,2.86,13.75,13960.78,3.43,1.2,8.06,-73.8,11.656,0.963,5.85,13.22,35.71,"1sn^M^J14F102311^M^J#_","1ssn^M^J14F102115_14F101528_14F10188"
"2020-11-30 05:24:00",7364,113020,62511,2.68,8.8,15.944,22.95,8.4,21.78,99.92,99.18,10.01,1.38,12.87,21.409,2.52,12.85,13916.13,3.38,1.2,8.05,-73.5,11.636,0.959,5.85,13.23,34.4,"1sn^M^J14F102311^M^J#_","1ssn^M^J14F102115_14F101528_14F10188"
"2020-11-30 05:30:00",7365,113020,63111,2.63,8.62,15.948,22.97,8.41,21.79,100.07,99.33,10.03,1.37,12.87,21.415,2.2,11.99,13919.92,3.68,1.19,8.05,-73.6,11.634,0.956,5.86,13.21,33.68,"1sn^M^J14F102311^M^J#_","1ssn^M^J14F102115_14F101528_14F10188"
"2020-11-30 05:36:00",7366,113020,63711,2.53,8.32,15.924,23.05,8.44,21.76,99.93,99.19,10.02,1.37,12.86,21.39,2.09,11.69,13903.64,3.45,1.2,8.05,-73.38,11.621,0.953,5.86,13.24,36.33,"1sn^M^J14F102311^M^J#_","1ssn^M^J14F102115_14F101528_14F10188"
"2020-11-30 05:42:00",7367,113020,64311,2.47,8.13,15.94,23.08,8.45,21.78,99.84,99.1,10.01,1.36,12.87,21.409,1.95,11.32,13916.09,3.43,1.21,8.05,-73.31,11.625,0.949,5.86,13.22,33.5,"1sn^M^J14F102311^M^J#_","1ssn^M^J14F102115_14F101528_14F10188"
"2020-11-30 05:48:00",7368,113020,64911,2.5,8.2,15.94,23.1,8.46,21.78,99.91,99.17,10.01,1.36,12.87,21.41,2.01,11.48,13916.3,3.63,1.2,8.05,-73.35,11.624,0.945,5.86,13.24,33.25,"1sn^M^J14F102311^M^J#_","1ssn^M^J14F102115_14F101528_14F10188"
"2020-11-30 05:54:00",7369,113020,65511,2.45,8.06,15.979,23.01,8.43,21.82,99.82,99.08,10,1.35,12.9,21.451,2.12,11.77,13943.02,3.56,1.2,8.05,-73.38,11.645,0.941,5.85,13.22,36.27,"1sn^M^J14F102311^M^J#_","1ssn^M^J14F102115_14F101528_14F10188"
"2020-11-30 06:00:00",7370,113020,70111,2.43,7.98,15.977,22.96,8.41,21.82,99.93,99.18,10.01,1.35,12.89,21.448,2.12,11.79,13941.14,4.31,1.19,8.05,-73.35,11.646,0.939,5.86,13.23,33.58,"1sn^M^J14F102311^M^J#_","1ssn^M^J14F102115_14F101528_14F10188"
"2020-11-30 06:06:00",7371,113020,70711,2.56,8.4,16.017,23,8.42,21.87,99.95,99.2,10.01,1.35,12.92,21.491,2.21,12.03,13969.36,3.58,1.19,8.05,-73.45,11.663,0.939,5.86,13.22,33.2,"1sn^M^J14F102311^M^J#_","1ssn^M^J14F102115_14F101528_14F10188"
"2020-11-30 06:12:00",7372,113020,71311,2.58,8.48,16.035,22.92,8.39,21.88,99.88,99.13,10,1.34,12.93,21.509,2.25,12.13,13981.02,3.48,1.21,8.05,-73.46,11.674,0.934,5.85,13.23,33.6,"1sn^M^J14F102311^M^J#_","1ssn^M^J14F102115_14F101528_14F10188"
"2020-11-30 06:18:00",7373,113020,71911,2.53,8.3,16.05,22.88,8.38,21.9,99.73,98.98,9.98,1.34,12.94,21.524,2.12,11.79,13990.67,3.56,1.2,8.05,-73.36,11.686,0.934,5.85,13.22,33.46,"1sn^M^J14F102311^M^J#_","1ssn^M^J14F102115_14F101528_14F10188"
"2020-11-30 06:24:00",7374,113020,72511,2.5,8.22,16.077,22.83,8.36,21.93,99.32,98.59,9.93,1.33,12.97,21.557,2.11,11.74,14012.08,3.56,1.19,8.04,-73.2,11.692,0.928,5.85,13.23,33.65,"1sn^M^J14F102311^M^J#_","1ssn^M^J14F102115_14F101528_14F10188"
"2020-11-30 06:30:00",7375,113020,73111,2.53,8.31,16.075,22.79,8.35,21.94,99.16,98.42,9.92,1.33,12.97,21.569,2.08,11.68,14019.64,3.68,1.2,8.05,-73.31,11.665,0.925,5.86,13.21,35.87,"1sn^M^J14F102311^M^J#_","1ssn^M^J14F102115_14F101528_14F10188"
"2020-11-30 06:36:00",7376,113020,73711,2.51,8.26,16.066,22.77,8.34,21.94,98.88,98.15,9.9,1.33,12.97,21.561,2.21,12.01,14014.44,3.61,1.2,8.04,-73.13,11.656,0.923,5.86,13.24,36.93,"1sn^M^J14F102311^M^J#_","1ssn^M^J14F102115_14F101528_14F10188"
"2020-11-30 06:42:00",7377,113020,74311,2.59,8.51,16.03,22.72,8.32,21.93,98.98,98.24,9.92,1.32,12.96,21.551,2.23,12.07,14008.16,3.77,1.19,8.05,-73.54,11.587,0.92,5.86,13.22,34.39,"1sn^M^J14F102311^M^J#_","1ssn^M^J14F102115_14F101528_14F10188"
"2020-11-30 06:48:00",7378,113020,74911,2.47,8.12,16.008,22.75,8.33,21.92,99.26,98.53,9.96,1.31,12.96,21.547,2.19,11.97,14005.46,3.8,1.19,8.06,-73.83,11.541,0.914,5.86,13.24,33.95,"1sn^M^J14F102311^M^J#_","1ssn^M^J14F102115_14F101528_14F10188"
"2020-11-30 06:54:00",7379,113020,75511,2.67,8.76,16.115,22.49,8.24,22.01,99.4,98.66,9.95,1.3,13.01,21.63,2.38,12.46,14059.43,3.98,1.19,8.06,-74.03,11.651,0.908,5.86,13.22,34.16,"1sn^M^J14F102311^M^J#_","1ssn^M^J14F102115_14F101528_14F10188"
"2020-11-30 07:00:00",7380,113020,80111,2.64,8.66,16.11,22.55,8.26,22.02,99.69,98.95,9.99,1.3,13.02,21.643,2.46,12.7,14068,4,1.19,8.07,-74.35,11.616,0.905,5.85,13.23,34.5,"1sn^M^J14F102311^M^J#_","1ssn^M^J14F102115_14F101528_14F10188"
"2020-11-30 07:06:00",7381,113020,80711,2.73,8.98,16.099,22.51,8.25,22.01,100,99.25,10.02,1.29,13.01,21.632,2.72,13.38,14061.1,3.82,1.19,8.07,-74.61,11.609,0.901,5.85,13.22,33.97,"1sn^M^J14F102311^M^J#_","1ssn^M^J14F102115_14F101528_14F10188"
"2020-11-30 07:12:00",7382,113020,81311,2.74,9.01,16.074,22.53,8.25,21.99,100.08,99.33,10.03,1.29,13,21.618,2.55,12.92,14051.43,3.78,1.19,8.07,-74.74,11.575,0.897,5.86,13.24,34.6,"1sn^M^J14F102311^M^J#_","1ssn^M^J14F102115_14F101528_14F10188"
"2020-11-30 07:18:00",7383,113020,81911,2.72,8.92,16.062,22.56,8.26,21.98,100.13,99.39,10.04,1.28,12.99,21.6,2.47,12.72,14039.74,3.78,1.2,8.07,-74.74,11.577,0.894,5.85,13.22,33.04,"1sn^M^J14F102311^M^J#_","1ssn^M^J14F102115_14F101528_14F10188"
"2020-11-30 07:24:00",7384,113020,82511,2.67,8.76,16.016,22.59,8.27,21.93,99.7,98.96,10,1.28,12.96,21.552,2.41,12.55,14008.9,3.78,1.2,8.07,-74.34,11.552,0.894,5.86,13.24,33.22,"1sn^M^J14F102311^M^J#_","1ssn^M^J14F102115_14F101528_14F10188"
"2020-11-30 07:30:00",7385,113020,83111,2.7,8.87,15.957,22.73,8.32,21.86,99.06,98.32,9.95,1.29,12.91,21.482,2.45,12.66,13963.13,3.78,1.2,8.05,-73.63,11.534,0.895,5.85,13.21,34.22,"1sn^M^J14F102311^M^J#_","1ssn^M^J14F102115_14F101528_14F10188"
"2020-11-30 07:36:00",7386,113020,83711,2.76,9.08,15.943,22.73,8.33,21.83,98.79,98.06,9.92,1.29,12.9,21.459,2.34,12.37,13948.54,3.68,1.2,8.05,-73.23,11.541,0.895,5.86,13.24,33.65,"1sn^M^J14F102311^M^J#_","1ssn^M^J14F102115_14F101528_14F10188"
"2020-11-30 07:42:00",7387,113020,84311,2.66,8.73,15.908,22.78,8.34,21.78,98.08,97.35,9.85,1.29,12.87,21.411,2.3,12.27,13916.93,3.8,1.2,8.03,-72.62,11.543,0.897,5.85,13.22,34.06,"1sn^M^J14F102311^M^J#_","1ssn^M^J14F102115_14F101528_14F10188"
"2020-11-30 07:48:00",7388,113020,84911,2.86,9.41,15.901,22.81,8.35,21.78,97.91,97.18,9.83,1.29,12.87,21.408,2.54,12.89,13915.13,3.78,1.21,8.03,-72.34,11.532,0.897,5.85,13.24,33.52,"1sn^M^J14F102311^M^J#_","1ssn^M^J14F102115_14F101528_14F10188"
"2020-11-30 07:54:00",7389,113020,85511,2.84,9.33,15.921,22.71,8.32,21.81,98.04,97.31,9.85,1.29,12.88,21.434,2.64,13.16,13932.29,3.8,1.2,8.03,-72.53,11.532,0.896,5.86,13.22,33.67,"1sn^M^J14F102311^M^J#_","1ssn^M^J14F102115_14F101528_14F10188"
